"","ID","kingdom","phylum","class","nameUk","BernAppendix2","BernAppendix3","Bonn","AEWA","IUCN","BernResolution6","ЧКУ","BernAppendix1","CITES","EUROBATS","ACCOBAMS","BirdsDirective","HabitatsDirective","Invasive","ЧС_Полтавська","ЧС_Чернівецька","ЧС_Житомирська","ЧС_Вінницька","ЧС_Харківська","ЧС_Чернігівська","ЧС_Черкаська","ЧС_Івано_Франківська","ЧС_Рівненська","ЧС_Одеська","ЧС_Сумська","ЧС_Закарпатська","ЧС_Львівська","ЧС_Миколаївська","ЧС_Донецька","ЧС_Херсонська","ЧС_Севастополь","ЧС_Тернопільська","ЧС_Київ","ЧС_Волинська","ЧС_Хмельницька","ЧС_Запорізька","ЧС_Кіровоградська","ЧС_Луганська","ЧС_Київська","ЧС_Дніпропетровська"
"2864",2864,"Plantae","Tracheophyta","Magnoliopsida","Шильник водяний","","","","",NA,"","зниклий у природі","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"2865",2865,"Plantae","Tracheophyta","Magnoliopsida","Дзвінка кримська","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2866",2866,"Plantae","Tracheophyta","Magnoliopsida","Аденофора лілієлиста","","","","",NA,"yes","","","","","",NA,NA,"","yes","yes","yes","yes","yes","yes","","yes","","","yes","yes","yes","","yes","","","yes","","yes","","","yes","yes","yes","yes"
"2867",2867,"Plantae","Tracheophyta","Magnoliopsida","Синьоцвіт сивуватий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","yes","yes","","","","","yes","","","","","","","","","","yes","","",""
"2868",2868,"Plantae","Tracheophyta","Magnoliopsida","Дзвоники карпатські","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2869",2869,"Plantae","Tracheophyta","Magnoliopsida","Дзвоники Кладни","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2870",2870,"Plantae","Tracheophyta","Magnoliopsida","Клеома птахоніжкоподібна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2871",2871,"Plantae","Tracheophyta","Magnoliopsida","Ліннея північна","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2872",2872,"Plantae","Tracheophyta","Magnoliopsida","Жимолость голуба","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2873",2873,"Plantae","Tracheophyta","Magnoliopsida","Смілка бузька","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2874",2874,"Plantae","Tracheophyta","Magnoliopsida","Роговик Біберштейна","","","","",NA,"","неоцінений","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2875",2875,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика бессарабська","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2876",2876,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика Ївги","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","","","yes","","yes","","","","yes","","","","","","","","","yes","","yes"
"2877",2877,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика гренобльська","","","","",NA,"","зниклий у природі","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2878",2878,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика бузька","","","","",NA,"yes","вразливий","yes","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2879",2879,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика несправжньопізня","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","yes","","","","","","","",""
"2880",2880,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика гарна","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2881",2881,"Plantae","Tracheophyta","Magnoliopsida","Гвоздика розчепірена","","","","",NA,"","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","yes","yes","yes","","yes"
"2882",2882,"Plantae","Tracheophyta","Magnoliopsida","Роговиця роговикова","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2883",2883,"Plantae","Tracheophyta","Magnoliopsida","Пустельниця головчаста","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2884",2884,"Plantae","Tracheophyta","Magnoliopsida","Лещиця скупчена","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2885",2885,"Plantae","Tracheophyta","Magnoliopsida","Лещиця дністровська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2886",2886,"Plantae","Tracheophyta","Magnoliopsida","Мерингія бузька","","","","",NA,"yes","рідкісний","yes","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2887",2887,"Plantae","Tracheophyta","Magnoliopsida","Сабуліна гостропелюсткова","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2888",2888,"Plantae","Tracheophyta","Magnoliopsida","Сабуліна весняна","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2889",2889,"Plantae","Tracheophyta","Magnoliopsida","Смілкоквітка Завадського","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2890",2890,"Plantae","Tracheophyta","Magnoliopsida","Смілка крейдова","","","","",NA,"yes","вразливий","yes","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2891",2891,"Plantae","Tracheophyta","Magnoliopsida","Смілка яйлинська","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2892",2892,"Plantae","Tracheophyta","Magnoliopsida","Смілка Ситника","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2893",2893,"Plantae","Tracheophyta","Magnoliopsida","Смілка зеленоквіткова","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2894",2894,"Plantae","Tracheophyta","Magnoliopsida","Бруслина карликова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2895",2895,"Plantae","Tracheophyta","Magnoliopsida","Солониця однотичинкова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","yes","","","","","","","","","",""
"2896",2896,"Plantae","Tracheophyta","Magnoliopsida","Содниця загострена","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2897",2897,"Plantae","Tracheophyta","Magnoliopsida","Чист кримський","","","","",NA,"","неоцінений","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2898",2898,"Plantae","Tracheophyta","Magnoliopsida","Сонянчик гладкий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2899",2899,"Plantae","Tracheophyta","Magnoliopsida","Сонцецвіт сивий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2900",2900,"Plantae","Tracheophyta","Magnoliopsida","Плетуха сольданелова","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","yes","","","","","","","","",""
"2901",2901,"Plantae","Tracheophyta","Magnoliopsida","Борідник шерстистоволосистий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2902",2902,"Plantae","Tracheophyta","Magnoliopsida","Борідник паростковий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2903",2903,"Plantae","Tracheophyta","Magnoliopsida","Родіола рожева","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2904",2904,"Plantae","Tracheophyta","Magnoliopsida","Очиток іспанський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","yes","","","","","","","","","","","","","",""
"2905",2905,"Plantae","Tracheophyta","Magnoliopsida","Молодило мармурове","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2906",2906,"Plantae","Tracheophyta","Magnoliopsida","Молодило гірське","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2907",2907,"Plantae","Tracheophyta","Magnoliopsida","Головачка Дмитра","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2908",2908,"Plantae","Tracheophyta","Magnoliopsida","Головачка Литвинова","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2909",2909,"Plantae","Tracheophyta","Magnoliopsida","Коломонночок зігнутий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2910",2910,"Plantae","Tracheophyta","Magnoliopsida","Альдрованда пухирчаста","","","","",NA,"yes","рідкісний","yes","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"2911",2911,"Plantae","Tracheophyta","Magnoliopsida","Росичка середня","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"2912",2912,"Plantae","Tracheophyta","Magnoliopsida","Росичка довголиста","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2913",2913,"Plantae","Tracheophyta","Magnoliopsida","Руслиця угорська","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2914",2914,"Plantae","Tracheophyta","Magnoliopsida","Суничник дрібноплодий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2915",2915,"Plantae","Tracheophyta","Magnoliopsida","Хамедафна чашкова","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2916",2916,"Plantae","Tracheophyta","Magnoliopsida","Кальмія лежача","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2917",2917,"Plantae","Tracheophyta","Magnoliopsida","Рододендрон східнокарпатський","","","","",NA,"","неоцінений","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2918",2918,"Plantae","Tracheophyta","Magnoliopsida","Журавлина дрібноплода","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2919",2919,"Plantae","Tracheophyta","Magnoliopsida","Молочай прибережний","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","yes","","","","","","","","",""
"2920",2920,"Plantae","Tracheophyta","Magnoliopsida","Молочай густоволохатоплодий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2921",2921,"Plantae","Tracheophyta","Magnoliopsida","Молочай волинський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2922",2922,"Plantae","Tracheophyta","Magnoliopsida","Астрагал піщаний","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2923",2923,"Plantae","Tracheophyta","Magnoliopsida","Астрагал арнакантовий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2924",2924,"Plantae","Tracheophyta","Magnoliopsida","Астрагал дніпровський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"2925",2925,"Plantae","Tracheophyta","Magnoliopsida","Астрагал чашечковий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2926",2926,"Plantae","Tracheophyta","Magnoliopsida","Астрагал крейдолюбний","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2927",2927,"Plantae","Tracheophyta","Magnoliopsida","Астрагал шерстистоквітковий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"2928",2928,"Plantae","Tracheophyta","Magnoliopsida","Астрагал безстрілковий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2929",2929,"Plantae","Tracheophyta","Magnoliopsida","Астрагал сизий","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","",""
"2930",2930,"Plantae","Tracheophyta","Magnoliopsida","Астрагал блідий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","","","","","yes","yes","","","","","","","","yes","yes","","yes"
"2931",2931,"Plantae","Tracheophyta","Magnoliopsida","Астрагал довголистий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","","","","","","","","yes","","","","","","","","","","","","yes"
"2932",2932,"Plantae","Tracheophyta","Magnoliopsida","Астрагал пухнастоквітковий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","","yes","","","yes","yes","yes","","","","","","yes","","yes","","yes"
"2933",2933,"Plantae","Tracheophyta","Magnoliopsida","Астрагал ріжковий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","","","","","","","","","","","","","","","","yes","","","",""
"2934",2934,"Plantae","Tracheophyta","Magnoliopsida","Астрагал Геннінга","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","yes","","yes"
"2935",2935,"Plantae","Tracheophyta","Magnoliopsida","Астрагал Крайни","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2936",2936,"Plantae","Tracheophyta","Magnoliopsida","Астрагал монпелійський","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2937",2937,"Plantae","Tracheophyta","Magnoliopsida","Астрагал одеський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","yes","","","","","","","","","","","","","","","","yes"
"2938",2938,"Plantae","Tracheophyta","Magnoliopsida","Астрагал понтійський","","","","",NA,"","вразливий","","","","",NA,NA,"","","","","","","","","","","yes","","","","","yes","","","","","","","","","","","yes"
"2939",2939,"Plantae","Tracheophyta","Magnoliopsida","Астрагал зігнутий","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2940",2940,"Plantae","Tracheophyta","Magnoliopsida","Астрагал сарептський","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","yes","","","","","","","","","yes","",""
"2941",2941,"Plantae","Tracheophyta","Magnoliopsida","Астрагал щетинистий","","","","",NA,"yes","зникаючий","yes","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2942",2942,"Plantae","Tracheophyta","Magnoliopsida","Астрагал подібний","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2943",2943,"Plantae","Tracheophyta","Magnoliopsida","Астрагал донський","","","","",NA,"yes","рідкісний","yes","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","yes"
"2944",2944,"Plantae","Tracheophyta","Magnoliopsida","Астрагал яйцеплідний","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","yes","",""
"2945",2945,"Plantae","Tracheophyta","Magnoliopsida","Астрагал Цингера","","","","",NA,"","зникаючий","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2946",2946,"Plantae","Tracheophyta","Magnoliopsida","Барвінок малий","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","yes","","","","","","","","","","","","","","yes","","","","","",""
"2947",2947,"Plantae","Tracheophyta","Magnoliopsida","Барвінок трав'янистий","","","","",NA,"","","","","","",NA,NA,"","yes","","","yes","yes","","yes","","","","","","","","","yes","","","","","","yes","","","",""
"2948",2948,"Plantae","Tracheophyta","Magnoliopsida","Белевалія сарматська","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","yes","","","","","","yes","","","","","","yes","yes","","yes","yes"
"2949",2949,"Plantae","Tracheophyta","Magnoliopsida","Білозір болотний","","","","",NA,"","","","","","",NA,NA,"","yes","","yes","yes","yes","","yes","","","","yes","","","","","","","yes","","","","","","","yes",""
"2950",2950,"Plantae","Tracheophyta","Magnoliopsida","Бобівник трилистий","","","","",NA,"","","","","","",NA,NA,"","yes","yes","","yes","yes","yes","yes","yes","","","","yes","","","","yes","","yes","yes","","yes","","","yes","","yes"
"2951",2951,"Plantae","Tracheophyta","Magnoliopsida","Валеріана бульбиста","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","","","","","","","","","","","","","yes","","","","yes"
"2952",2952,"Plantae","Tracheophyta","Magnoliopsida","Валеріана висока","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","yes","","","","yes","","","","","","","","","","","yes","","","","",""
"2953",2953,"Plantae","Tracheophyta","Magnoliopsida","Верес звичайний","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","yes","","","","","yes","","","","","","","","","","","","","",""
"2954",2954,"Plantae","Tracheophyta","Liliopsida","Веснівна дволиста","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","","","","","","yes","","","","","","","","","","","yes"
"2955",2955,"Plantae","Tracheophyta","Magnoliopsida","Вишня степова","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"2956",2956,"Plantae","Tracheophyta","Magnoliopsida","Вовче тіло болотне","","","","",NA,"","","","","","",NA,NA,"","yes","yes","","yes","yes","","","","","","","yes","","","yes","","","","","","yes","","","","",""
"2957",2957,"Plantae","Tracheophyta","Magnoliopsida","Берека","","","","",NA,"","","","","","",NA,NA,"","","yes","","","","","","","","yes","","","","","","","","yes","","","","","","","",""
"2958",2958,"Plantae","Tracheophyta","Magnoliopsida","Саротамнус віниковий","","","","",NA,"","","","","","",NA,NA,"","","yes","","","","","","","","","","","","","","","","","","","","","","","",""
"2959",2959,"Plantae","Tracheophyta","Magnoliopsida","Воловик Гмеліна","","","","",NA,"","","","","","",NA,NA,"","yes","","","","","","","","","","","","","","","","","","","","","","","","",""
"2960",2960,"Plantae","Tracheophyta","Magnoliopsida","Водяний жовтець Ріона","","","","",NA,"","","","","","",NA,NA,"","","","yes","","yes","","","","","","","","","","","","","","","","","","","","",""
"2961",2961,"Plantae","Tracheophyta","Magnoliopsida","Воронець колосистий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","yes","","","","","","","","","","","yes","","yes","yes","","","","","yes"
"2962",2962,"Plantae","Tracheophyta","Magnoliopsida","Дельфіній клиновидний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","yes","","","","yes","","","","","","","","","","","","","","","yes"
"2963",2963,"Plantae","Tracheophyta","Magnoliopsida","Жовтець язиколистий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","yes","","","","","yes","","","yes","","","","","","yes","","","yes","","yes"
"2964",2964,"Plantae","Tracheophyta","Magnoliopsida","Ломиніс несправжньовогнистий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2965",2965,"Plantae","Tracheophyta","Magnoliopsida","Ломиніс прямий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","yes","","yes","yes","","","","","","","","yes","","","yes","","",""
"2966",2966,"Plantae","Tracheophyta","Magnoliopsida","Граб звичайний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","yes","","","","","","","","","","","yes"
"2967",2967,"Plantae","Tracheophyta","Magnoliopsida","Смілка приземкувата","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","yes","","yes","","","","","","yes","","","","yes"
"2968",2968,"Plantae","Tracheophyta","Magnoliopsida","Кермек донецький","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"2969",2969,"Plantae","Tracheophyta","Magnoliopsida","Звіробій стрункий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","yes","yes","","","","yes","","","","","","","","","","","","",""
"2970",2970,"Plantae","Tracheophyta","Magnoliopsida","Сонцецвіт звичайний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","yes","yes","yes","","","","yes","","","","","","","","","","yes",""
"2971",2971,"Plantae","Tracheophyta","Magnoliopsida","Сонцецвіт крейдяний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2972",2972,"Plantae","Tracheophyta","Magnoliopsida","Бурячок ленський","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","yes","",""
"2973",2973,"Plantae","Tracheophyta","Magnoliopsida","Вечорниці сумні","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","yes","yes","","","yes"
"2974",2974,"Plantae","Tracheophyta","Magnoliopsida","Жовтушник лісовий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2975",2975,"Plantae","Tracheophyta","Magnoliopsida","Катран понтійський","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","","","","yes","","","","","","","","",""
"2976",2976,"Plantae","Tracheophyta","Magnoliopsida","Рогачка крейдяна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","",""
"2977",2977,"Plantae","Tracheophyta","Magnoliopsida","Грушанка зеленоцвіта","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","yes","yes","","","","yes","yes","yes","","yes","","","","","","yes","","","yes","yes",""
"2978",2978,"Plantae","Tracheophyta","Magnoliopsida","Молочка приморська","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","","","","","","","","","","","","yes",""
"2979",2979,"Plantae","Tracheophyta","Magnoliopsida","Глід п'ятистовпчиковий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","yes","","","yes","yes"
"2980",2980,"Plantae","Tracheophyta","Magnoliopsida","Таволга зарубчаста","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","","","","","","","","","","","","yes",""
"2981",2981,"Plantae","Tracheophyta","Magnoliopsida","Таволга Литвинова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","","yes"
"2982",2982,"Plantae","Tracheophyta","Magnoliopsida","Чорноголовник родовиковий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2983",2983,"Plantae","Tracheophyta","Magnoliopsida","Астрагал білостеблий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","yes","","","","","","","","","yes","",""
"2984",2984,"Plantae","Tracheophyta","Magnoliopsida","Астрагал український","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2985",2985,"Plantae","Tracheophyta","Magnoliopsida","Заяча конюшина багатолиста","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2986",2986,"Plantae","Tracheophyta","Magnoliopsida","Солодушка великоквіткова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","","yes","","","","","","","yes","","","","yes"
"2987",2987,"Plantae","Tracheophyta","Magnoliopsida","Водопериця черговоквіткова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2988",2988,"Plantae","Tracheophyta","Magnoliopsida","Скумпія звичайна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2989",2989,"Plantae","Tracheophyta","Magnoliopsida","Ясенець голостовпчиковий","","","","",NA,"","рідкісний","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","","","","","","","","","","","","","yes"
"2990",2990,"Plantae","Tracheophyta","Magnoliopsida","Льон український","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2991",2991,"Plantae","Tracheophyta","Magnoliopsida","Льон Черняєва","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","yes","","","","","","yes","yes","yes","","yes"
"2992",2992,"Plantae","Tracheophyta","Magnoliopsida","Льон шорсткий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","yes","","","","","","","","","","","","","","","","yes","","yes",""
"2993",2993,"Plantae","Tracheophyta","Magnoliopsida","Тринія багатостеблова","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","yes","","","","","yes","yes","","","","yes","","","","","","","",""
"2994",2994,"Plantae","Tracheophyta","Magnoliopsida","Цикута отруйна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","yes","","","","yes","","","","","","","","","yes","","","","",""
"2995",2995,"Plantae","Tracheophyta","Magnoliopsida","Калина звичайна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2996",2996,"Plantae","Tracheophyta","Magnoliopsida","Валеріана блискуча","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2997",2997,"Plantae","Tracheophyta","Magnoliopsida","Валеріана донська","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"2998",2998,"Plantae","Tracheophyta","Magnoliopsida","Валеріана лікарська","","","","",NA,"","","","","","",NA,NA,"","yes","","","","yes","","","","","yes","","","","","","","","","","","","","","yes","","yes"
"2999",2999,"Plantae","Tracheophyta","Magnoliopsida","Валеріана пагононосна","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","yes","","","","yes","","yes","","","","","","yes","","","","yes"
"3000",3000,"Plantae","Tracheophyta","Magnoliopsida","Валеріана російська","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","yes","","","","","","","","","","","","yes","","","yes"
"3001",3001,"Plantae","Tracheophyta","Magnoliopsida","Черсак щетинистий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","",""
"3002",3002,"Plantae","Tracheophyta","Magnoliopsida","Ластовень виткий","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","","","","","","","","","","","","","","","","","","","","","yes"
"3003",3003,"Plantae","Tracheophyta","Magnoliopsida","Золототисячник гарний","","","","",NA,"","","","","","",NA,NA,"","","","","","yes","yes","","","yes","","","","","","","","","","","yes","","yes","","","",""
